date,BHG,ANH,CFR,BTI,GLN,PRX,AGL,ANG,GFI,NPN,CPI,FSR,SBK,MTN,VAL,VOD,S32,HAR,IMP,ABG,DSY,SHP,SLM,SOL,BID,NED,OUT,SSW,REM,NPH,NRP,INP,RNI,MNP,BVT,KIO,APN,PPH,PAN,OMU,GRT,QLT,PHP,MTM,CLS,SNT,HMN,RDF,MRP,EXX,NY1,TBS,KST,BOX,VKE,DRD,FFB,WHL,SRE,ARI,PMR,ADH,AVI,TKG,HYP,RES,DCP,BYI,NTC,DTC,GND,OMN,MTH,LTE,LHC,EQU,TFG,TRU,FTB,CML,TGA,PIK,MSP,SDO,JSE,ATT,HCI,WBC,PPC,AFE,SUI,AEL,SAC,RLO,SPP,OCE,SSS,BAT,BTN,SAP,RBX,WBO,ARL,KAP,BLU,SEA,SPG
2026-06-22,703.99,1330.19,3686.36,959.7,122.3,715.0,853.32,1393.2,571.48,819.09,4708.54,99.02,327.87,222.39,1185.33,144.72,48.76,265.05,187.73,249.91,288.12,297.63,90.15,186.02,432.61,279.78,77.42,38.38,195.81,252.53,145.0,138.66,470.75,155.85,246.04,298.17,152.6,22.5,23.63,13.64,17.65,41.6,19.92,40.5,238.7,399.8,75.64,6.49,175.17,208.82,45.93,293.1,30.61,84.76,25.05,37.5,25.21,52.56,21.15,181.85,189.11,44.12,99.0,60.99,59.45,83.44,34.61,79.41,17.7,93.39,26.55,109.47,109.5,7.42,10.39,17.49,65.1,57.79,7.55,40.67,117.28,20.73,20.88,12.31,163.5,17.47,169.03,35.0,8.48,121.49,54.23,28.5,3.63,59.95,51.45,67.5,16.95,2.17,9.8,10.5,50.92,172.5,233.0,2.84,8.61,13.49,19.65
2026-06-23,678.65,1355.0,3652.0,997.5,116.7,701.0,811.78,1373.59,558.58,805.55,4706.4,99.0,328.11,220.02,1155.13,143.91,47.4,257.47,186.39,252.09,288.37,296.11,90.54,185.72,436.0,279.66,77.5,36.96,196.27,248.5,145.4,138.45,470.0,154.0,246.29,293.06,151.31,22.32,22.85,13.58,17.55,42.0,19.87,40.75,231.09,389.79,76.39,6.37,173.94,205.51,45.2,289.89,30.17,84.8,24.89,36.03,25.09,52.38,21.5,178.83,183.4,43.56,98.84,59.4,59.54,83.15,32.97,79.86,17.77,93.0,26.6,108.9,109.51,7.37,10.36,17.49,64.7,57.15,7.63,40.16,114.52,20.38,20.61,12.55,160.06,17.3,171.0,35.4,8.19,122.1,54.5,28.0,3.61,60.13,50.41,68.0,16.81,2.15,9.78,10.29,50.8,171.0,231.57,2.73,8.1,13.3,19.28
2026-06-24,666.54,1394.08,3773.49,1016.24,113.16,718.9,788.25,1304.63,526.5,818.44,4672.2,96.23,318.17,225.22,1083.5,148.7,46.17,243.48,170.82,244.87,288.0,298.45,89.31,175.0,437.85,275.05,77.07,35.89,194.35,232.42,145.29,136.27,462.0,153.96,242.39,287.89,151.7,21.93,21.59,13.39,17.37,41.35,25.0,40.24,229.9,389.37,80.0,6.37,173.95,200.68,44.33,290.49,30.41,84.78,25.09,34.78,25.4,51.9,21.6,177.37,192.4,43.5,98.3,57.9,59.49,83.5,33.06,80.69,17.76,94.86,26.6,108.25,109.46,7.42,10.31,17.53,62.4,56.15,7.36,39.25,106.5,20.76,20.9,12.5,157.78,17.45,167.85,34.64,7.87,125.54,54.65,27.74,3.63,59.58,48.84,67.07,16.74,2.13,9.26,10.06,50.53,170.5,231.05,2.7,7.65,13.2,19.3
2026-06-25,670.05,1388.4,3789.87,1020.28,112.9,717.85,804.42,1320.55,541.33,820.17,4693.82,97.51,327.49,227.43,1130.0,151.68,45.12,251.0,180.76,245.82,282.13,296.96,88.82,167.02,443.25,275.5,77.34,36.05,194.0,243.22,146.64,136.08,460.0,157.31,245.84,291.54,153.83,22.17,21.91,13.36,17.47,41.49,21.05,40.11,226.64,387.47,81.02,6.36,175.99,201.55,44.33,295.5,30.57,85.04,25.27,35.25,25.81,51.42,22.02,179.09,192.64,44.23,99.29,57.95,60.49,83.65,32.89,81.2,17.88,95.5,26.41,109.47,109.5,7.76,10.43,17.69,61.99,55.69,7.45,39.87,99.88,20.46,21.1,12.56,156.0,17.5,164.26,34.47,7.93,124.5,53.39,27.78,3.73,60.05,47.54,67.09,17.1,2.09,9.34,9.99,50.4,170.5,231.47,2.75,7.57,13.4,19.1
2026-06-26,662.13,1396.6,3810.0,1029.0,111.0,699.43,798.03,1341.63,551.69,799.53,4675.15,95.52,318.08,225.97,1136.93,151.0,44.68,258.49,181.29,242.24,281.0,293.97,86.81,159.88,437.49,270.31,76.19,36.88,193.29,245.0,146.7,131.78,453.87,151.52,238.14,293.7,154.85,21.9,22.39,13.2,17.67,41.17,20.82,40.01,221.0,390.45,80.47,6.48,174.9,202.92,43.23,293.5,30.95,83.41,25.34,35.56,25.75,50.49,21.42,182.83,195.0,46.1,99.78,56.84,60.33,84.2,33.49,82.25,17.71,95.98,26.64,111.78,109.6,7.79,10.35,17.81,61.82,55.58,7.63,39.8,98.87,20.5,20.69,12.58,153.12,17.41,161.5,33.87,7.96,125.38,52.47,28.06,3.67,60.45,45.78,66.98,17.13,2.09,9.38,9.31,50.36,172.0,233.05,2.67,7.69,13.28,18.9
2026-06-29,662.13,1390.01,3846.53,1018.23,111.63,730.0,790.68,1303.17,541.8,838.97,4657.04,96.29,319.86,224.87,1100.8,149.9,44.55,248.34,174.3,244.1,264.84,295.37,88.84,160.09,445.01,272.5,79.0,34.97,195.55,238.82,146.95,131.33,450.0,154.52,242.16,294.17,155.95,22.35,21.43,13.26,17.49,41.17,21.06,40.8,229.19,389.68,79.94,6.4,178.0,204.26,43.36,297.21,31.54,83.96,24.9,34.5,25.47,51.28,21.3,178.0,194.37,47.52,100.77,57.1,60.84,84.09,34.25,83.07,17.97,99.58,26.5,111.9,110.67,7.86,10.47,17.63,62.46,56.74,7.55,40.18,99.5,20.52,22.08,12.4,156.6,17.45,165.0,34.6,7.87,126.0,52.63,27.7,3.59,61.06,46.29,67.04,17.27,2.07,9.5,9.32,51.51,175.46,236.0,2.7,7.84,13.2,19.46
2026-06-30,677.41,1368.21,3789.98,1021.78,112.8,707.07,810.0,1327.83,550.95,820.62,4750.13,97.26,323.07,227.86,1106.4,151.77,44.47,250.0,172.0,227.92,264.23,295.0,88.23,161.66,446.6,269.95,78.65,34.82,197.0,235.91,146.47,130.7,453.42,149.45,239.47,291.03,156.88,22.1,21.14,13.42,17.25,42.04,20.95,40.63,227.47,385.0,80.35,6.4,179.78,202.98,44.2,296.1,32.18,84.46,24.9,35.23,24.35,50.35,20.95,178.43,196.93,47.54,100.53,56.16,60.14,83.3,32.91,83.7,18.04,92.2,26.7,111.91,111.0,7.92,10.43,17.62,61.3,56.6,7.45,40.5,92.02,20.83,21.74,12.0,157.15,17.46,167.85,34.15,7.89,125.54,54.07,27.7,3.6,60.39,44.51,68.04,17.16,2.08,9.58,9.32,51.39,174.66,237.0,2.7,7.82,13.26,19.56
2026-07-01,671.43,1327.12,3709.2,984.02,110.9,718.83,798.2,1338.92,564.0,835.59,4729.06,94.77,314.3,224.87,1125.58,147.92,49.5,252.97,176.66,218.0,260.75,287.36,86.85,156.01,436.45,265.76,78.1,35.09,193.71,236.53,145.13,129.99,445.99,147.45,237.13,284.88,158.55,21.73,21.27,13.36,16.99,42.13,20.16,39.6,231.85,388.0,80.1,6.3,174.77,202.7,44.49,290.5,31.54,83.32,24.55,35.31,24.55,49.65,21.04,176.86,194.99,46.84,98.81,57.2,59.6,81.27,33.03,86.9,18.0,89.63,26.36,112.0,111.03,7.9,10.49,17.45,61.14,56.96,7.34,40.66,93.0,20.65,22.27,12.41,154.83,17.45,164.36,33.75,7.89,124.0,52.63,26.68,3.6,59.31,46.11,69.0,17.05,2.1,9.44,9.18,49.32,173.4,234.29,2.78,7.82,13.2,18.89
2026-07-02,675.71,1336.0,3720.77,1012.77,111.33,696.92,811.5,1369.92,573.18,800.28,4752.21,96.31,321.27,225.57,1147.22,151.0,47.63,261.96,174.14,223.0,267.74,291.3,88.71,159.51,430.3,269.95,79.19,35.93,196.07,239.15,145.74,130.95,442.66,150.49,240.61,282.43,157.0,22.15,21.95,13.44,17.23,43.04,20.4,39.54,230.39,391.67,80.53,6.36,182.22,198.8,44.72,290.55,32.22,83.84,24.78,36.2,24.61,50.46,21.21,177.6,194.73,47.49,98.99,55.7,59.77,81.17,32.73,90.0,18.32,87.93,26.42,112.0,111.28,7.94,10.58,17.6,63.17,57.87,7.34,41.18,91.57,20.76,22.68,12.71,155.0,17.57,166.31,34.4,7.96,127.27,53.35,27.15,3.64,59.03,49.41,68.84,17.2,2.08,9.51,9.67,50.04,172.8,233.58,2.77,8.0,13.24,19.06
2026-07-03,680.93,1342.76,3716.0,998.22,111.89,688.01,816.51,1390.61,588.61,788.49,4773.72,96.42,322.37,233.38,1192.17,152.77,47.33,275.1,183.97,222.16,264.46,291.97,91.08,158.16,432.42,271.59,79.85,36.0,196.17,247.16,146.48,131.46,439.05,154.48,243.07,286.83,157.74,22.53,22.67,13.46,17.41,43.81,20.2,40.0,238.49,394.49,81.0,6.42,185.83,200.89,45.15,292.98,32.6,84.08,24.97,37.63,24.74,51.23,21.38,182.85,196.0,46.81,100.0,55.7,60.37,81.17,32.62,87.25,18.61,88.49,26.5,111.29,112.57,8.11,10.67,17.56,61.97,58.78,7.35,41.82,92.5,21.2,22.61,12.82,156.57,17.51,165.05,34.65,8.03,127.24,52.54,28.4,3.69,60.14,49.5,68.13,17.0,2.08,9.53,9.59,50.05,175.14,231.1,2.79,8.2,12.98,19.05
2026-07-06,677.77,1295.03,3674.9,991.13,112.02,702.8,815.04,1369.28,564.69,811.25,4794.44,98.39,324.29,226.85,1175.0,152.81,48.06,263.63,182.63,224.64,265.41,288.81,90.87,161.0,436.62,273.74,80.13,36.14,195.99,247.92,146.53,133.31,440.0,153.0,241.77,286.06,156.5,22.35,22.3,13.43,17.49,45.1,20.2,40.0,234.1,395.99,80.49,6.52,182.75,199.55,45.49,290.88,32.72,80.42,25.22,35.94,24.8,50.92,21.21,183.25,194.45,46.89,99.0,54.4,60.64,81.2,32.56,87.37,18.63,87.84,26.08,111.29,112.1,8.02,10.7,17.7,61.97,56.61,7.54,42.14,92.7,21.32,21.94,12.86,156.94,17.5,164.5,34.0,7.97,126.52,52.4,28.3,3.66,59.8,47.51,69.31,17.05,2.06,9.61,9.31,49.38,170.95,226.09,2.71,7.83,13.17,19.0
2026-07-07,656.8,1329.2,3730.12,1011.0,111.39,732.0,787.53,1331.97,552.36,853.07,4794.44,97.36,323.05,219.0,1113.7,151.0,46.08,252.79,180.23,218.27,260.62,288.0,89.46,163.58,441.74,270.11,80.39,34.78,192.42,242.41,146.91,133.8,445.36,153.72,239.91,279.09,152.67,21.99,21.76,13.12,17.42,44.66,20.55,39.74,235.5,397.0,80.53,6.46,180.54,197.53,44.98,286.0,32.8,81.37,25.05,35.0,24.78,50.6,21.35,180.0,194.3,46.38,98.63,53.26,60.93,80.7,32.5,87.67,18.51,86.9,25.96,110.92,112.89,7.91,10.62,17.65,60.85,56.98,7.58,41.31,91.66,20.72,22.06,12.81,155.67,17.6,163.0,34.21,7.81,124.84,52.01,28.37,3.66,58.94,47.69,68.42,17.0,2.06,9.63,9.11,48.99,171.8,220.2,2.76,7.79,13.25,19.53
2026-07-08,636.58,1312.4,3678.35,999.92,108.84,763.0,756.61,1285.69,535.53,893.39,4700.5,94.89,317.29,215.0,1056.0,147.42,44.4,237.29,169.22,212.74,254.97,283.0,86.88,170.32,433.86,267.21,78.44,33.3,187.8,225.44,145.16,133.69,443.86,151.0,236.05,266.33,150.4,21.15,20.57,13.01,16.98,44.24,20.22,39.1,225.29,392.0,78.5,6.25,176.04,194.26,44.37,279.91,32.96,80.31,23.77,33.55,24.3,48.96,20.6,173.51,195.66,45.84,96.01,53.0,59.32,79.0,32.22,87.35,18.13,85.11,26.78,111.9,110.46,7.75,10.65,17.5,59.26,54.66,7.44,40.2,92.87,20.55,21.58,12.84,153.7,17.38,160.0,33.6,7.68,123.17,51.22,28.28,3.59,58.63,45.87,69.8,16.3,2.07,9.53,9.0,47.09,167.06,216.88,2.75,7.75,13.25,19.0
2026-07-09,655.21,1289.6,3706.0,985.0,112.61,745.25,780.9,1335.94,556.33,865.28,4700.0,95.97,319.87,225.8,1077.62,150.02,44.29,245.19,178.6,213.29,256.58,282.8,88.25,170.0,428.0,266.24,79.41,34.25,187.67,234.43,146.34,133.51,442.23,151.4,233.0,268.95,147.08,21.16,21.14,13.11,17.15,44.0,20.56,39.84,223.66,392.4,80.35,6.29,180.34,190.0,46.31,279.44,33.78,79.35,24.02,34.79,24.44,49.2,20.55,170.3,194.04,46.29,94.35,56.4,59.73,80.84,32.49,89.99,18.31,87.82,26.71,111.7,110.08,7.88,10.61,17.65,59.79,56.66,7.53,40.7,90.1,19.96,22.35,12.9,155.0,17.45,159.95,32.0,7.81,122.41,51.55,28.33,3.6,59.28,45.85,71.7,16.45,2.08,9.59,10.33,46.7,167.49,214.0,2.75,7.75,13.08,19.37
2026-07-10,668.89,1302.26,3702.0,977.92,111.83,742.0,788.57,1330.0,560.0,859.91,4743.54,96.85,324.48,228.59,1090.0,152.59,46.34,248.49,181.7,215.97,259.37,283.7,89.27,170.15,431.3,270.99,80.37,34.58,190.15,233.52,147.7,133.47,446.14,155.65,235.42,284.11,151.05,21.77,20.85,13.23,17.35,43.79,20.6,40.24,225.0,398.15,81.45,6.41,178.95,194.0,47.55,286.24,35.0,79.4,24.7,34.86,25.18,49.3,20.85,174.1,195.23,46.76,95.94,57.13,61.0,82.4,32.6,90.5,18.6,88.41,26.7,110.91,112.09,8.01,10.83,17.9,60.39,56.33,7.7,40.9,96.1,19.9,21.9,12.85,155.0,17.6,162.65,33.32,7.9,123.49,51.76,28.56,3.69,60.69,47.18,70.0,16.58,2.07,9.71,11.14,46.93,169.42,215.0,2.79,7.83,13.18,19.92
2026-07-13,671.09,1308.83,3704.68,962.27,112.89,736.76,787.8,1315.35,554.94,847.5,4690.5,96.58,322.12,228.03,1082.21,155.32,45.81,248.02,182.6,216.29,257.65,283.56,89.38,175.99,432.25,269.44,80.54,34.45,190.79,236.79,148.51,132.67,444.03,153.61,236.5,281.07,152.24,21.73,20.38,13.28,17.43,44.25,20.6,40.59,219.27,401.05,81.73,6.44,180.0,194.65,47.04,283.02,36.0,78.87,25.1,34.62,25.06,49.29,20.79,172.64,192.62,46.9,95.85,58.07,60.9,82.5,32.61,91.12,18.88,90.7,26.9,111.21,110.59,8.14,10.83,18.06,60.88,56.48,7.64,40.92,96.79,19.85,22.31,12.79,154.89,17.7,162.01,33.3,7.67,120.94,51.5,28.5,3.74,60.22,47.18,71.0,16.84,1.9,9.77,11.13,46.65,166.13,213.0,2.73,7.76,13.2,19.77
2026-07-14,693.74,1306.0,3692.0,957.31,116.5,739.5,803.0,1330.55,551.57,848.92,4712.02,97.3,321.98,229.46,1122.14,155.25,46.41,252.7,189.07,215.49,258.12,282.5,89.0,177.04,435.76,269.59,80.96,35.09,191.16,245.18,148.0,134.19,448.0,153.36,237.58,283.41,149.91,21.43,20.62,13.19,17.4,45.19,20.54,40.68,217.98,399.88,81.92,6.45,179.99,198.54,47.05,280.0,35.62,78.01,24.87,34.76,24.92,49.02,20.77,174.88,195.8,47.74,95.0,57.2,60.86,82.53,32.5,92.8,18.8,90.59,27.03,111.89,109.0,8.14,10.77,17.92,59.97,56.25,7.55,40.6,98.28,19.47,22.09,13.22,154.46,17.6,163.0,32.72,7.66,122.65,51.0,28.29,3.71,59.88,46.35,71.81,16.57,1.87,9.76,10.43,47.33,171.87,204.92,2.83,7.7,13.0,20.12
2026-07-15,697.41,1305.2,3966.0,969.17,115.32,773.57,791.04,1279.71,535.01,890.36,4701.74,97.23,320.0,229.55,1069.79,155.28,46.27,247.12,183.14,213.58,256.23,282.04,88.32,177.52,434.14,268.29,82.18,34.51,189.37,240.18,149.0,134.82,450.68,155.74,234.62,280.58,148.32,21.5,19.75,13.28,17.39,45.33,20.5,40.21,225.31,397.5,81.56,6.44,178.44,200.0,46.37,280.14,34.84,77.53,24.7,34.28,24.9,48.23,20.9,173.54,183.4,48.34,95.78,57.54,60.1,82.21,32.5,92.75,18.7,87.75,26.73,113.0,109.06,8.05,10.75,17.8,58.86,56.05,7.52,40.6,97.92,19.44,22.0,13.5,152.02,17.42,161.0,33.76,7.59,121.48,50.06,27.89,3.68,59.41,46.72,70.01,16.5,1.83,9.78,10.73,46.5,168.98,208.51,2.7,7.74,12.99,19.64
2026-07-16,669.03,1326.81,4004.1,987.13,114.36,760.02,771.26,1257.99,530.0,877.48,4738.66,97.86,323.52,234.0,1080.32,155.63,45.89,245.6,179.12,216.56,257.62,282.5,88.68,183.46,435.79,273.07,82.88,33.3,191.2,234.69,149.2,136.69,452.04,162.31,236.0,279.26,150.17,21.6,19.8,13.43,17.39,45.46,20.55,40.51,224.05,399.0,81.98,6.46,179.64,199.84,46.85,280.45,35.46,78.0,24.72,32.58,25.02,47.92,21.25,171.05,183.94,48.34,95.12,59.23,60.45,82.38,32.5,93.06,18.76,86.33,27.53,111.98,109.52,8.15,10.84,17.88,58.01,54.98,7.56,41.56,98.41,19.05,21.87,13.67,152.72,17.55,162.12,33.35,7.68,121.3,50.72,27.9,3.71,59.74,47.91,69.13,16.37,1.87,9.89,11.09,47.05,167.89,211.23,2.84,7.85,12.93,19.37
2026-07-17,662.22,1341.1,3977.62,1032.54,113.45,729.06,755.37,1255.68,527.5,840.0,4714.99,97.76,321.98,232.99,1080.37,156.99,45.38,240.5,176.79,217.11,254.23,283.19,88.0,188.21,439.62,273.52,81.84,32.69,188.82,230.0,149.67,137.35,444.41,168.18,238.43,276.35,150.32,21.36,19.85,13.41,17.57,45.05,20.91,40.12,229.34,399.64,81.79,6.47,176.43,200.95,46.26,279.87,35.16,77.7,24.75,32.9,24.87,47.41,21.6,165.62,185.8,47.56,94.56,57.89,60.52,82.52,32.2,91.5,18.61,85.04,27.42,109.4,108.21,8.13,10.68,17.84,57.71,53.7,7.44,43.05,101.52,18.96,22.15,13.5,151.86,17.55,166.0,32.88,7.64,120.76,50.04,27.81,3.68,59.56,47.26,68.34,16.31,1.88,9.9,11.65,46.24,165.85,210.1,2.78,7.85,12.96,19.24
2026-07-20,667.17,1345.43,3986.09,1035.59,113.49,750.67,747.48,1242.08,515.38,855.7,4722.19,96.46,317.61,223.83,1074.7,152.53,47.19,239.0,174.7,220.18,252.0,282.1,87.0,188.79,440.55,272.0,80.78,32.9,188.72,225.22,148.92,137.49,438.91,161.56,236.45,268.59,155.0,21.38,19.74,13.2,17.38,44.77,21.5,40.01,228.28,401.15,81.9,6.37,173.27,199.36,46.27,280.13,34.65,79.8,24.74,32.46,24.71,47.28,21.6,165.08,186.0,46.78,93.93,55.99,59.68,82.06,32.19,91.0,18.51,85.4,26.78,108.47,106.3,8.03,10.64,17.84,55.6,53.37,7.36,42.2,99.9,19.58,22.1,13.41,152.33,17.32,163.16,32.61,7.6,118.52,50.5,27.43,3.67,59.62,46.76,71.15,16.34,1.89,9.97,11.0,46.0,167.0,209.88,2.71,8.06,12.99,19.6
2026-07-21,678.0,1344.05,3977.76,1015.85,116.01,721.82,765.78,1272.01,526.39,822.47,4691.36,96.07,320.87,223.27,1108.86,152.46,49.95,250.52,177.42,220.4,252.66,283.65,86.63,189.25,436.82,273.98,80.46,34.22,189.77,225.82,149.25,137.81,437.24,159.08,236.8,255.01,143.61,20.96,20.22,13.07,17.28,44.41,21.0,40.5,227.56,399.8,80.57,6.38,167.0,201.23,46.05,280.45,34.01,78.43,24.66,33.95,24.39,47.08,21.2,166.89,185.0,47.01,93.5,56.0,59.5,81.5,32.16,91.69,18.36,84.18,26.78,108.02,106.27,8.03,10.81,17.6,54.65,52.2,7.23,42.17,101.08,19.47,21.8,13.49,153.2,17.0,168.5,32.68,7.45,118.15,50.73,27.66,3.63,59.1,46.76,69.99,16.2,1.92,9.87,10.98,46.54,169.24,207.72,2.75,8.43,12.95,19.54
2026-07-22,694.47,1368.62,3952.67,1016.52,118.52,693.74,773.98,1342.88,553.83,787.97,4670.0,96.23,318.5,228.68,1161.19,156.16,52.22,264.77,185.59,219.29,253.68,278.26,86.4,186.25,439.79,274.44,81.03,35.82,189.43,234.63,148.8,138.37,438.64,163.37,237.95,252.34,149.6,20.35,21.16,12.92,17.12,43.07,20.7,40.5,219.51,396.71,80.6,6.23,161.27,200.93,44.15,279.05,34.08,76.57,24.32,35.56,24.01,46.65,21.22,171.08,180.63,46.95,92.86,56.57,58.14,80.76,31.14,91.08,18.33,83.32,26.85,110.0,103.9,8.01,10.8,17.49,52.55,50.68,7.12,41.41,105.0,18.69,21.95,13.44,151.56,16.97,168.46,31.89,7.31,118.76,50.52,27.79,3.58,57.75,47.19,68.57,16.16,1.95,9.75,11.12,45.59,162.5,205.54,2.66,8.54,12.81,19.31
2026-07-23,704.19,1345.17,3892.6,1003.35,120.25,695.68,817.2,1307.46,543.06,795.11,4559.85,94.0,314.22,223.06,1109.42,152.22,53.03,259.62,175.97,216.61,256.11,271.8,84.34,206.0,432.15,268.93,80.57,34.77,186.58,222.37,147.73,136.94,445.8,160.2,232.72,253.45,149.54,20.45,21.0,12.68,16.82,43.1,20.83,40.2,210.77,389.01,81.59,6.17,159.8,206.2,43.98,269.2,33.84,75.13,23.97,34.5,23.82,44.83,21.64,157.32,177.75,46.4,90.66,54.46,58.12,79.48,29.85,92.12,17.99,83.0,26.63,110.78,101.19,7.93,10.55,17.14,50.81,50.0,7.17,40.88,109.74,17.97,21.38,13.35,149.54,16.8,164.77,32.13,7.5,119.09,50.65,27.69,3.55,56.68,47.0,67.73,15.99,2.02,9.75,11.19,44.71,154.75,202.95,2.73,8.4,12.75,19.06
2026-07-24,698.62,1367.61,3939.6,1024.89,120.7,700.53,830.88,1332.38,548.93,789.6,4609.14,95.87,320.17,227.19,1120.38,153.72,52.0,268.22,177.0,219.37,255.05,276.3,85.07,200.2,440.57,272.81,80.83,35.18,188.5,227.2,148.92,140.61,447.85,162.32,235.74,261.43,146.01,20.6,21.36,12.66,16.82,43.42,21.01,40.44,212.27,396.67,81.5,6.17,160.84,203.82,44.71,272.74,33.55,75.48,23.86,35.34,23.93,44.77,21.97,154.77,178.04,46.6,92.02,53.59,58.32,79.95,29.65,93.3,18.1,83.07,26.7,110.1,101.38,7.94,10.73,17.28,51.3,50.54,7.24,41.56,107.43,18.35,21.56,13.42,151.5,16.73,168.04,32.5,7.49,118.25,50.75,27.69,3.52,56.87,47.59,68.51,16.05,2.03,9.67,10.94,44.69,154.0,206.55,2.66,8.35,12.85,18.99
2026-07-27,697.0,1347.45,3971.19,1014.4,116.03,723.29,810.21,1342.78,546.63,813.31,4628.37,96.18,324.0,234.26,1129.15,157.45,51.5,263.7,175.06,220.7,258.24,277.11,86.03,194.06,443.89,272.63,81.81,35.09,190.84,229.0,148.37,143.56,444.56,170.4,241.14,258.74,149.0,21.01,21.07,12.9,17.03,44.05,21.0,40.49,214.69,399.88,82.0,6.28,165.4,199.66,45.18,274.0,33.68,75.7,24.02,34.84,24.3,45.6,22.31,157.15,179.01,46.9,92.94,52.52,58.87,79.85,30.3,89.5,18.36,83.0,26.78,109.48,101.65,8.08,10.8,17.4,52.42,51.39,7.21,41.8,102.0,18.35,21.25,13.5,150.0,16.79,166.0,32.22,7.43,120.95,52.53,27.76,3.56,57.17,47.5,69.7,16.27,2.04,9.76,11.26,44.44,157.63,204.01,2.63,8.63,12.78,18.89
2026-07-28,690.62,1395.0,3944.4,1042.8,112.68,733.33,794.83,1315.8,542.83,822.77,4600.73,96.0,325.0,232.83,1104.0,157.23,52.4,260.15,167.88,221.99,258.52,275.79,86.08,188.67,446.21,271.09,84.0,34.71,191.99,223.09,148.5,142.56,461.58,171.37,242.52,260.62,149.32,21.36,21.1,13.36,17.33,43.19,21.66,40.45,216.55,400.44,80.73,6.41,166.93,194.45,44.49,275.34,33.4,74.71,24.44,34.54,25.1,45.96,22.23,155.68,178.74,46.58,92.5,53.81,59.78,81.99,30.19,90.0,18.51,82.85,26.63,108.53,102.05,8.21,11.05,17.65,54.25,51.95,7.37,41.66,96.47,18.18,21.33,13.0,150.4,17.3,168.4,32.03,7.46,122.62,53.66,28.02,3.55,57.69,47.89,71.5,16.35,2.1,9.8,11.36,43.4,155.82,210.44,2.59,8.77,13.28,19.45
2026-07-29,691.95,1402.46,3845.36,1058.34,115.6,752.48,799.99,1285.61,538.2,855.01,4603.2,96.18,323.18,230.54,1154.77,156.14,52.46,258.11,173.88,223.61,258.24,279.27,85.6,194.96,447.68,271.88,83.19,35.0,190.66,226.1,148.95,140.09,455.0,173.25,244.11,258.32,148.0,21.53,20.5,13.28,17.4,43.41,20.01,40.58,216.55,404.09,81.75,6.38,169.61,203.28,44.81,276.64,33.62,75.05,24.6,33.97,25.15,47.02,22.19,156.9,179.7,46.39,92.89,54.96,60.17,81.71,30.25,90.34,18.89,83.65,26.68,108.37,103.63,8.05,11.11,17.65,55.95,52.36,7.3,41.76,101.16,18.56,21.35,12.24,151.4,17.14,171.0,32.46,7.42,122.14,53.5,28.0,3.5,57.61,49.11,71.33,16.23,2.11,9.83,11.45,42.8,154.49,209.15,2.61,8.9,12.8,18.89
2026-07-30,707.21,1402.57,3895.18,1020.89,119.35,755.89,831.09,1322.91,546.95,856.91,4659.72,97.45,327.02,229.91,1231.33,160.0,53.7,261.58,184.83,225.46,259.56,280.73,86.9,193.55,449.48,277.24,82.75,36.62,191.1,233.72,149.63,143.06,452.0,194.5,245.51,261.79,148.06,21.11,21.4,13.2,17.45,43.54,21.38,40.6,217.55,402.42,81.3,6.4,167.77,202.31,45.31,274.58,33.55,75.76,24.6,34.2,25.23,48.02,22.05,165.17,177.35,47.06,90.11,55.48,60.28,82.56,30.28,88.44,18.95,84.7,26.69,105.75,105.64,8.04,11.17,17.88,56.26,52.86,7.41,42.2,102.02,18.55,21.43,12.5,151.53,17.37,170.7,32.73,7.47,122.76,53.71,28.24,3.53,58.42,48.69,71.91,16.48,2.16,9.83,11.9,43.79,158.03,211.37,2.71,8.71,12.79,18.99
2026-07-31,705.08,1429.22,3925.5,1015.11,121.5,761.98,838.23,1251.55,537.8,867.48,4714.09,98.68,329.22,204.97,1239.76,160.04,52.9,260.56,179.58,227.91,262.16,287.0,87.88,194.28,452.78,279.64,82.6,35.88,194.39,236.14,151.4,145.49,449.02,198.1,248.07,262.45,149.1,21.29,20.59,13.36,17.68,43.51,21.2,40.84,220.54,404.0,84.79,6.53,170.07,203.74,45.32,275.77,33.7,78.02,25.22,33.89,25.31,46.98,22.03,169.34,178.28,47.59,90.0,54.59,60.91,82.99,30.03,90.02,18.93,84.87,26.7,105.55,104.94,8.1,11.28,17.85,56.58,53.14,7.35,42.44,101.2,19.01,21.5,12.85,150.7,17.55,172.64,32.99,7.46,125.0,53.19,28.77,3.5,58.41,49.01,73.25,16.4,2.28,9.82,11.88,43.43,157.34,212.2,2.68,8.75,12.8,18.93
